"Category";"Group";"Type";"Message";"Location";"Assessment";"Since";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `Password` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Communications/ServerCom.java:151-151";"YELLOW";"default@1591478094031";
"Code Anomalies";"Exception Handling";"Code Anomalies/Exception stacktrace is lost";"Exception stacktrace is lost";"sourcefiles/tbaclient/src/TBA/Communications/ServerCom.java:726-726";"YELLOW";"default@1591478094031";
"Structure";"Method Length";"Metric Violations/LSL";"Violation of method length threshold (source lines of code) of 30: 47";"sourcefiles/tbaclient/src/TBA/Communications/ServerCom.java:153-202";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `Password` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Communications/ServerCom.java:213-213";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `Start` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Communications/ServerCom.java:95-95";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Communications/ServerCom.java:322-328";"YELLOW";"default@1591478094031";
"Code Anomalies";"Exception Handling";"Code Anomalies/Exception stacktrace is lost";"Exception stacktrace is lost";"sourcefiles/tbaclient/src/TBA/Communications/ServerCom.java:389-389";"YELLOW";"default@1591478094031";
"Code Anomalies";"Exception Handling";"Code Anomalies/Exception stacktrace is lost";"Exception stacktrace is lost";"sourcefiles/tbaclient/src/TBA/Communications/ServerCom.java:277-277";"YELLOW";"default@1591478094031";
"Structure";"Method Length";"Metric Violations/LSL";"Violation of method length threshold (source lines of code) of 30: 46";"sourcefiles/tbaclient/src/TBA/Communications/ServerCom.java:412-464";"YELLOW";"default@1591478094031";
"Code Anomalies";"Exception Handling";"Code Anomalies/Exception stacktrace is lost";"Exception stacktrace is lost";"sourcefiles/tbaclient/src/TBA/Communications/ServerCom.java:393-393";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: Work out how to handle errors!";"sourcefiles/tbaclient/src/TBA/Communications/ServerCom.java:710-710";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: Need to handle this";"sourcefiles/tbaclient/src/TBA/Communications/ServerCom.java:753-753";"YELLOW";"default@1591478094031";
"Code Anomalies";"Exception Handling";"Code Anomalies/Exception stacktrace is lost";"Exception stacktrace is lost";"sourcefiles/tbaclient/src/TBA/Communications/ServerCom.java:552-552";"YELLOW";"default@1591478094031";
"Structure";"Method Length";"Metric Violations/LSL";"Violation of method length threshold (source lines of code) of 30: 31";"sourcefiles/tbaclient/src/TBA/Communications/ServerCom.java:599-629";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `Username` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Communications/ServerCom.java:213-213";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `Username` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Communications/ServerCom.java:294-294";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: Fix up entry ownership";"sourcefiles/tbaclient/src/TBA/Communications/ServerCom.java:679-679";"YELLOW";"default@1591478094031";
"Structure";"Method Length";"Metric Violations/LSL";"Violation of method length threshold (source lines of code) of 30: 70";"sourcefiles/tbaclient/src/TBA/Communications/ServerCom.java:642-733";"YELLOW";"default@1591478094031";
"Structure";"Nesting Depth";"Metric Violations/Nesting Depth";"Violation of nesting depth threshold of 3: 4";"sourcefiles/tbaclient/src/TBA/Communications/ServerCom.java:177-179";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Data/Diary.java:208-211";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: Maybe int userID?";"sourcefiles/tbaclient/src/TBA/Data/Diary.java:18-18";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Data/Diary.java:77-81";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `Name` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Data/Diary.java:17-17";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: Right data type?";"sourcefiles/tbaclient/src/TBA/Data/Diary.java:20-20";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `ID` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Data/Diary.java:167-167";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Data` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Data/Diary.java:1-1";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Data/Diary.java:163-166";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Data/Diary.java:190-193";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 48";"sourcefiles/tbaclient/src/TBA/Data/Diary.java:16-179";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Data/Diary.java:172-175";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 20";"sourcefiles/tbaclient/src/TBA/Data/Diary.java:194-253";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 12";"sourcefiles/tbaclient/src/TBA/Data/Diary.java:167-215";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `Name` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Data/Diary.java:176-176";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `ID` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Data/Diary.java:16-16";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Data/Entry.java:62-65";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Data/Entry.java:116-119";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Data/Entry.java:98-101";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: confirm during?";"sourcefiles/tbaclient/src/TBA/Data/Entry.java:157-157";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Data/Entry.java:80-83";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Data/Entry.java:158-162";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Data` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Data/Entry.java:1-1";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Data/Entry.java:133-136";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Data/Entry.java:149-152";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 63";"sourcefiles/tbaclient/src/TBA/Data/Entry.java:13-237";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Data/Entry.java:44-47";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Data` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Data/SessionState.java:1-1";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Data/User.java:62-65";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 3 instances of length 16";"sourcefiles/tbaclient/src/TBA/Data/User.java:39-105";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `Diaries` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Data/User.java:15-15";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 21";"sourcefiles/tbaclient/src/TBA/Data/User.java:39-124";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Data/User.java:71-74";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `Diaries` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Data/User.java:30-30";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Data` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Data/User.java:1-1";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Data/User.java:44-47";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Data/User.java:53-56";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Events` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Events/TBAEvent.java:1-1";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBAEventOccurred` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Events/TBAEventListener.java:18-18";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Events/TBAEventListener.java:14-17";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Events` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Events/TBAEventListener.java:1-1";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/tbaclient/src/TBA/Events/TBAEventListener.java:18-18";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/tbaclient/src/TBA/Exceptions/DBServerException.java:12-13";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Exceptions` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Exceptions/DBServerException.java:6-6";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Exceptions/DBServerException.java:28-31";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Exceptions/DBServerException.java:19-22";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Exceptions/DBServerException.java:37-41";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: constructor";"sourcefiles/tbaclient/src/TBA/Exceptions/DBServerException.java:17-17";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/tbaclient/src/TBA/Exceptions/HandleThreadException.java:12-13";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Exceptions/HandleThreadException.java:37-41";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Exceptions/HandleThreadException.java:19-22";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Exceptions` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Exceptions/HandleThreadException.java:6-6";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: constructor";"sourcefiles/tbaclient/src/TBA/Exceptions/HandleThreadException.java:17-17";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Exceptions/HandleThreadException.java:28-31";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Exceptions/MessagesException.java:19-22";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Exceptions/MessagesException.java:28-31";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Exceptions/MessagesException.java:37-41";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Exceptions` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Exceptions/MessagesException.java:6-6";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/tbaclient/src/TBA/Exceptions/MessagesException.java:12-13";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: constructor";"sourcefiles/tbaclient/src/TBA/Exceptions/MessagesException.java:17-17";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/tbaclient/src/TBA/Exceptions/NetworkDataException.java:12-13";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Exceptions/NetworkDataException.java:29-32";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Exceptions/NetworkDataException.java:38-42";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Exceptions` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Exceptions/NetworkDataException.java:6-6";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Exceptions/NetworkDataException.java:20-23";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: constructor";"sourcefiles/tbaclient/src/TBA/Exceptions/NetworkDataException.java:18-18";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/tbaclient/src/TBA/Exceptions/PasswordHashingException.java:12-13";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Exceptions` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Exceptions/PasswordHashingException.java:6-6";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Exceptions/PasswordHashingException.java:37-41";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: constructor";"sourcefiles/tbaclient/src/TBA/Exceptions/PasswordHashingException.java:17-17";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Exceptions/PasswordHashingException.java:28-31";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Exceptions/PasswordHashingException.java:19-22";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Exceptions` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Exceptions/ServerComException.java:1-1";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Exceptions/ServerComException.java:39-43";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Exceptions/ServerComException.java:30-33";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/tbaclient/src/TBA/Exceptions/ServerComException.java:14-15";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Exceptions/ServerComException.java:21-24";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: constructor";"sourcefiles/tbaclient/src/TBA/Exceptions/ServerComException.java:19-19";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Public class attribute";"Non-constant public attribute `mouseGestureWait`";"sourcefiles/tbaclient/src/TBA/Images/ImageResources.java:35-35";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Public class attribute";"Non-constant public attribute `selectCell`";"sourcefiles/tbaclient/src/TBA/Images/ImageResources.java:23-23";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Public class attribute";"Non-constant public attribute `pastCell`";"sourcefiles/tbaclient/src/TBA/Images/ImageResources.java:25-25";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Public class attribute";"Non-constant public attribute `backCell`";"sourcefiles/tbaclient/src/TBA/Images/ImageResources.java:21-21";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Public class attribute";"Non-constant public attribute `mouseGestureOn`";"sourcefiles/tbaclient/src/TBA/Images/ImageResources.java:37-37";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Public class attribute";"Non-constant public attribute `mouseGestureOff`";"sourcefiles/tbaclient/src/TBA/Images/ImageResources.java:33-33";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Public class attribute";"Non-constant public attribute `nowCell`";"sourcefiles/tbaclient/src/TBA/Images/ImageResources.java:27-27";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Public class attribute";"Non-constant public attribute `nextCell`";"sourcefiles/tbaclient/src/TBA/Images/ImageResources.java:29-29";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Public class attribute";"Non-constant public attribute `soonCell`";"sourcefiles/tbaclient/src/TBA/Images/ImageResources.java:31-31";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Images` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Images/ImageResources.java:6-6";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Modifiers must be in the right order";"Modifiers of `removeConsole` are in wrong order";"sourcefiles/tbaclient/src/TBA/Logging/TBALogger.java:110-110";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Modifiers must be in the right order";"Modifiers of `setup` are in wrong order";"sourcefiles/tbaclient/src/TBA/Logging/TBALogger.java:62-62";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Modifiers must be in the right order";"Modifiers of `setLevel` are in wrong order";"sourcefiles/tbaclient/src/TBA/Logging/TBALogger.java:90-90";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Modifiers must be in the right order";"Modifiers of `setup` are in wrong order";"sourcefiles/tbaclient/src/TBA/Logging/TBALogger.java:37-37";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 3 instances of length 25";"sourcefiles/tbaclient/src/TBA/Logging/TBALogger.java:27-116";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Logging` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Logging/TBALogger.java:1-1";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused code";"Code Anomalies/Avoid unused private methods in Java";"Private method `getBodyLen` is unused";"sourcefiles/tbaclient/src/TBA/Messages/DiaryEntry.java:41-41";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `EntryRecord` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/src/TBA/Messages/DiaryEntry.java:74-74";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Messages` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/src/TBA/Messages/DiaryEntry.java:1-1";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Messages/DiaryEntry.java:317-321";"YELLOW";"default@1591478094031";
"Structure";"Method Length";"Metric Violations/LSL";"Violation of method length threshold (source lines of code) of 30: 43";"sourcefiles/tbaclient/src/TBA/Messages/DiaryEntry.java:74-123";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Messages/DiaryEntry.java:339-343";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/src/TBA/Messages/DiaryEntry.java:295-299";"YELLOW";"default@1591478094031";
"Structure";"Method Length";"Metric Violations/LSL";"Violation of method length threshold (source lines of code) of 30: 45";"sourcefiles/tbaclient/src/TBA/Messages/DiaryEntry.java:135-196";"YELLOW";"default@1591478094031";
